Date,Verse,Devotional,Prayer
8월 24일,"요한복음 14:3
“내가 다시 와서 너희를 내게로 영접하여 나 있는 곳에 너희도 있게 하리라”","주께서 다시 오시리라는 약속

예수님의 재림은 단순한 위로가 아니라 확실한 약속입니다. 주님 은 우리를 떠나지 않으시고, 우리를 위해 하늘의 처소를 예비하 신 뒤 반드시 다시 오셔서 우리를 그곳으로 데려가신다고 하셨습니다. 그 약속은 바람처럼 흔들리는 인간의 말이 아니라, 천지를 창조하시고 역사를 주관하시는 하나님 의 맹세와도 같은 보증입니다. 초대교회의 성도들은 이 말씀을 붙들고 핍박 속에서도 믿음을 지켰습니다. “주께서 친히 호령과 천사장의 소리와 하나님의 나팔로 하늘로부 터 강림하시리니”살 (전 4:16)라는 선언은 그들의 삶을 지탱하는 힘이었습니다. 한 교부는 “그리스도인의 삶은 기다림이다”라고 했습니다. 세상의 기다림은 종종 불확실하지만, 주님의 기다림은 결코 헛되지 않습니다. 역사의 많은 왕들은 다시 오겠다고 약속했지 만 돌아오지 못했습니다. 그러나 오직 예수 그리스도만이 죽음을 이기시고 부활하신 8월 분이기에, 다시 오실 수 있는 분입니다. 옛 속담에 “참된 군주는 백성을 위해 돌아온다” 는 말이 있습니다. 주님은 단순히 돌아오시는 것이 아니라, 우리를 품고 영원한 집으로 인도하시기 위해 오십니다. 우리가 살아가는 동안 고난과 불확실성은 여전하겠지만, 이 약속은 마치 어두운 밤의 등불처럼 우리의 발걸음을 비추고, 흔들리는 심령을 붙들어 줍니다. 그러므로 성도의 삶은 오늘의 무게 속에서도 내일의 영광을 향해 사는 기다림 의 행진입니다. 기다림은 무기력이 아니라 신앙의 능동적 행위이며, 그 기다림 속에 우 리의 소망과 기쁨이 깃듭니다.","주여, 주님의 오심을 기다리는 마음을 날마다 새롭게 하시고, 세상의 어둠 속에서도 흔들림 없이 그 약속의 빛을 따라 살게 하소서."
8월 25일,"사도행전 1:11
“너희 가운데서 하늘로 올려지신 이 예수는 하늘로 가심을 본 그대로 오시리라”","주님의 다시오심은 떠나심과 같이

주님의 재림은 신화적 상징이나 추상적 은유가 아니라, 역사 속에 다시 일어날 실제적 사건입니다. 부활하신 그 몸으로 제자들과 함께 걸으시고, 떡을 떼며, 상처 난 손과 옆구리를 보여주셨던 그 예수께서 오십니다 (요 20:27), (눅 24:42-43). 이는 바람결에 스치는 환상이 아니라, 우리가 눈으로 보고 손으로 만 질 수 있었던, 살과 뼈를 지니신 주님의 현현입니다. 초기 교부들은 “그분의 다시 오심 은 그분의 떠나심과 같이 분명할 것이다”라 고백했습니다. 세상은 종종 역사를 직선적 진보나 순환으로 이해하지만, 성경은 주님의 재림이라는 결정적 사건을 향해 달려가고 있음을 증언합니다. 인간의 약속은 그 성립이 희미하지만, 하나님의 약속은 반드시 이 루어집니다. 주님의 재림은 연기된 것이 아니라 정해진 날에 반드시 이루어질 약속입 니다. 우리가 기다리는 이는 새로운 사상을 가지고 오실 새로운 분이 아니라, 골고다의 십자가에서 피 흘리신 바로 그 주님이며, 무덤에서 일어나 제자들과 함께하셨던 그분 입니다. 그러므로 우리의 소망은 공허한 위로가 아니라, 역사적 현실 속에서 보증된 약 속입니다. 마치 새벽의 빛이 어둠을 밀어내듯, 그날 주님은 어김없이 오실 것입니다. 그 러므로 신자는 ‘언제’보다 ‘누가 오시는가’에 마음을 고정해야 합니다. 그분은 어제도 오늘도 영원토록 동일하신 주 (히 13:8)이며, 그분의 다시 오심은 사랑과 심판, 구원과 완성 이 만나는 시간입니다. 우리의 기다림은 막연한 두려움이 아니라, 신랑을 맞이하는 신 부의 기대로 채워져야 합니다. “보라 내가 속히 오리니” (계 22:12)라는 선언은, 우리의 눈물 과 고난을 결코 허무로 흘려보내지 않으시겠다는 주님의 맹세입니다. 이 확신이 오늘 을 견디는 힘이요, 소망의 불꽃입니다.","주여, 다시 오실 주님을 신화나 비유가 아닌 실제의 주님으로 기다리게 하소서."
8월 26일,"마태복음 24:36
“그 날과 그 때는 아무도 모르나니”","감추어진 주님의 다시오실 날

주님의 재림은 인간의 계산으로 예측할 수 없는 하나님의 비밀 속 에 감추어져 있습니다. 초대 교부 아우구스티누스는 “하나님이 때를 숨기신 것은 우리가 항상 준비되어 있도록 하기 위함이다”라고 말했습니다. 그러므로 우리의 책임은 날짜를 헤아리는 것이 아닌, 오늘 하루를 마지막처럼 살아가 는 데 있습니다. 성경 속의 바울은 말하기를 “주의 날이 밤에 도둑같이 이를 줄을 너희 자신이 자세히 알기 때문이라”살 (전 5:2)고 한 말씀은, 예측 불가의 날 앞에서 깨어 있는 삶 이 곧 신앙의 본질임을 보여 줍니다. 역사는 늘 준비하지 못한 자들에게 큰 교훈을 남 겼습니다. 1912년 타이타닉호가 ‘절대 침몰하지 않는다’는 자만 속에 출항했을 때, 준 비되지 않은 교만이 수많은 생명을 바다 속에 묻었습니다. 반면 기도와 성경 묵상으로 8월 하루를 채우는 사람은 언제라도 주님을 맞이할 수 있는 ‘등불 든 처녀’와 같습니다 (마 25:1-13). 신앙은 긴장의 고삐를 놓치지 않는 꾸준한 경계 속에서 깊어지며, 준비된 마음 은 순간의 두려움이 아니라 영원의 평안을 품게 합니다. “내일을 위하여 오늘을 잃지 말라”는 말처럼, 우리는 미래의 불확실성을 계산하기보다 오늘 주어진 믿음의 길에 충 실해야 합니다.","주여, 언제라도 오실 주님을 기쁨으로 맞이할 수 있는 깨어 있는 마음을 제게 주소서."
8월 27일,"데살로니가전서 4:16
“주께서 친히 하늘로부터 강림하시리니”","주님의 다시오심을 기대하는 소망

재림은 구원 완성의 순간입니다. 주님은 죽은 자들의 부활의 첫 열 매가 되셨고고 (전 15:20), 그분의 다시 오심은 모든 성도에게 약속된 최종적 구원의 성취입니다. 잠든 자들은 일어나고, 살아 있는 자들은 공중에서 주를 영접하여 함께 영광의 나라에 들어가게 됩니다살 (전 4:17). 그날은 인간의 역사 속에 스며 든 죄의 흔적이 완전히 사라지고, 눈물과 사망과 아픔이 없는 새 하늘과 새 땅이 열리 는 날입니다 (계 21:4). 어거스틴은 “우리의 모든 탄식은 종말에 찬송으로 변할 것이다”라 했습니다. 지금은 여전히 죄와 연약함 속에서 씨름하지만, 그날에는 흠 없고 온전한 존 재로 하나님 앞에 서게 될 것입니다. 현재의 삶은 예행연습이요, 영원은 진정한 무대입 니다. 오늘의 시간은 구원의 완성을 향한 연습곡과 같습니다. 그러므로 성도의 소망은 현실의 무게를 가볍게 여기게 하고, 고난 속에서도 인내하게 합니다 (롬 8:18). 씨앗이 흙 속 에서 썩어야 새 생명을 틔우듯, 우리의 연약함과 죽음조차도 장차 주어질 부활의 영광 을 위한 준비일 뿐입니다. 그러므로 우리는 재림의 빛을 앞에 두고 오늘을 살아야 합니 다. 그날은 멀리 있는 환상이 아니라, 주님이 친히 약속하신 현실이며, 지금, 이 순간도 믿음으로 붙들어야 할 미래의 확실한 사건입니다.","주여, 구원 완성의 그 날을 소망하며 오늘을 믿음과 감사로 살게 하소서."
8월 28일,"베드로후서 3:13
“우리는 그의 약속대로 의가 있는 곳인 새 하늘과 새 땅을 바라보도다”","새 하늘과 새 땅을 바라보는 소망

세상은 언젠가 불타 사라질 것이며, 모든 것은 하나님의 심판 앞에 드러나게 됩니다. 재림은 믿지 않는 자들에게는 두려움과 절망 의 날이지만, 믿는 자들에게는 기다리던 영광의 날입니다. 성경은 “하나님께서 새 하늘과 새 땅을 창조하시니” (사 65:17)라 선포하며, 요한계시록은 “다시는 사망이 없고 애 통하는 것이나 곡하는 것이나 아픈 것이 다시 있지 아니하리니” (계 21:4)라고 약속합니다. 이 약속은 인류의 모든 절망을 덮는 하나님의 위로이며, 우리가 붙잡아야 할 소망입니 다. 고대의 현자는 “세상의 도성은 무너지지만, 하나님의 도성은 영원하다”고 했습니 다. 우리의 시선이 일시적인 것에 머물면 불안하지만, 영원한 나라를 바라볼 때 비로소 평안을 얻습니다. 지금 우리는 여전히 불의가 판치는 세상 속에 살지만, 주께서 이루실 8월 의의 나라를 바라봅니다. 성경은 “장차 우리에게 나타날 영광과 비교할 수 없다” (롬 8:18) 고 고백했습니다. 우리가 그날을 기다리며 살아가는 태도야말로 가장 분명한 믿음의 증거입니다. 신앙의 길은 마치 어두운 밤길을 걷는 나그네와 같지만, 새벽이 오리라는 약속이 우리를 붙들고 있습니다. 세상에서 성공과 안락을 좇기보다, 새 하늘과 새 땅의 가치를 따라 살아가는 것이 참된 지혜입니다. “영원한 것을 붙드는 자가 결국 현세의 것까지 지킨다”는 말처럼, 영원을 향한 시선이 우리의 오늘을 단단히 세워 줍니다.","주여, 의의 나라를 사모하며 그 가치대로 오늘을 살아가게 하소서."
8월 29일,"데살로니가전서 4:18
“그러므로 이러한 말로 서로 위로하라”","하나님의 나라를 소망하는 교회

재림의 신앙은 단순히 개인의 위안에 머물지 않습니다. 바울은 데 살로니가 교회에 주의 재림을 바라보는 믿음이 공동체 전체를 세우는 힘이 됨을 강조합니다. 죽음과 고난 앞에서 절망에 휩싸이지 않고, 오히려 다 시 오실 주님을 기다리며 서로를 붙들고 위로하라는 말씀입니다. “한 지체가 고통을 받 으면 모든 지체가 함께 고통을 받고, 한 지체가 영광을 얻으면 모든 지체가 함께 즐거 워한다”고 (전 12:26)는 말씀처럼, 신앙은 홀로 버티는 외로운 싸움이 아니라 함께 걸어가는 동행입니다. 역사의 격변 속에서도 믿음을 지킨 교회들은 늘 이 ‘서로 위로하는 힘’에서 살아났습니다. 초대 교회의 성도들이 황제의 박해 아래서도 서로의 손을 잡고 “마라나 타”주여, 오시옵소서를 고백하며 버텼던 것처럼, 오늘 우리도 시험과 환난 속에서 같은 고백 을 나눌 때 흔들리지 않는 소망을 붙듭니다. “슬픔을 나누면 반이 되고, 기쁨을 나누면 배가 된다”는 말이 있습니다. 믿음의 공동체 안에서 이 진리는 더 깊이 실현됩니다. 혼 자의 위로는 쉽게 흔들리지만, 함께 드리는 위로는 영원한 주의 약속을 기억하게 하고, 재림의 소망을 더욱 선명히 합니다. 주님의 오심은 결국 ‘우리’의 사건입니다. 개인을 넘어 공동체 전체가 완성될 날이며, 그래서 우리는 서로의 믿음을 세워 주며 기다려야 합니다. 어두운 밤에 작은 등불 하나가 길을 비추듯, 형제자매의 격려 한마디가 영혼을 지탱하는 힘이 됩니다. 히브리서가 “서로 격려하여 사랑과 선행을 격려하자” (히 10:24-25) 고 말한 것도 바로 이 맥락입니다. 재림 신앙은 ‘혼자의 위로’가 아니라 ‘함께 세워지는 위로’라는 점에서 교회의 본질과 깊이 맞닿아 있습니다.","주여, 주의 재림을 기다리며 서로 위로하고 격려하는 교회가 되게 하소서."
8월 30일,"디모데후서 4:8
“이제 후로는 나를 위하여 의의 면류관이 예비되었으므로 주 곧 의로우신 재판장이 그 날에 내게 주실 것이며 내게만 아니라 주의 나타나심을 사모하는 모든 자에게도니라”","간절함으로 부르는 사랑의 노래

재림을 기다리는 마음은 단순한 호기심이 아니라 사랑입니다. 사 랑은 기다림을 길게 하지만, 동시에 그 기다림을 견딜 힘을 줍니 다. “사랑은 기다림 속에서 더 깊어진다”는 말이 있습니다. 멀리 있어도 마음이 흐 트러지지 않고, 가까이 있어도 조급하지 않으며, 그저 변치 않는 신뢰와 사모함으로 주 님을 기다립니다. 마치 신랑을 기다리는 신부처럼, 성경은 교회가 그리스도의 재림을 향한 순결한 기다림의 공동체임을 말합니다 (계 22:20). 바울은 디모데에게 “의의 면류관이 주께서 그날에 주실 것”이라 증언하며, 이 면류관은 단지 사도의 영광이 아니라, 주의 나타나심을 사랑으로 기다리는 모든 이들의 몫이라 선포했습니다. 참된 재림 신앙은 8월 호기심에 이끌려 종말의 징조를 쫓는 것이 아니라, 주님을 사랑하는 마음으로 그분의 오심을 사모하는 것입니다. 기다림이 단순한 시간의 지연이 아니라, 사랑의 성숙을 빚 어내는 영적 훈련이 되는 것이지요. 그러므로 우리는 날마다 기도와 말씀 안에서 기다 림을 사랑으로 채우며, 지금, 이 순간을 충실히 살아갑니다. 기다림은 곧 사랑의 또 다 른 이름입니다. 우리의 기다림은 사랑의 깊이를 증명하는 삶의 자리입니다.","주여, 주님의 나타나심을 사랑으로 기다리게 하소서."
8월 31일,"에베소서 4:4
“몸이 하나요 성령도 한 분이시니 이와 같이 너희가 부르심의 한 소망 안에서 부르심 을 받았느니라”","교회는 그리스도와 함께 걷도록

신앙은 철저히 개인적인 여정이지만 결코 고립된 길이 아닙니다. 하나님은 우리를 홀로 부르신 것이 아니라, 함께 걷는 공동체 속 으로 초대하셨습니다. “우리가 유대인이나 헬라인이나 종이나 자유인이나 다 한 성 령으로 세례를 받아 한 몸이 되었고”고 (전 12:13)라는 말씀처럼, 교회는 다양한 성격과 배 경, 은사를 가진 사람들이 한 소망 안에서 묶인 가족입니다. 함께 부르심을 받았다는 것 은 내 은혜가 곧 형제의 은혜가 되고, 그의 기도가 곧 나의 힘이 되는 연합의 신비를 뜻 합니다. 그러나 공동체는 때로 나를 불편하게 합니다. 그 불편 속에서 하나님은 나의 자 아를 다듬으시고, 믿음의 그릇을 넓히십니다. “철이 철을 날카롭게 하는 것 같이 사람이 그 친구의 얼굴을 빛나게 하느니라” (잠 27:17). 우리가 부르심 안에서 하나 될 때, 세상은 하나님 나라의 아름다움을 목격합니다. 그것은 단순한 협력이나 우정이 아니라, 십자가 사랑 위에 세워진 거룩한 연합입니다. 그러므로 우리는 서로를 포기하지 말고, 주님의 한 소망 안에서 끝까지 함께 걸어야 합니다. 
","주여, 부르심의 한 소망 안에서 형제자매와 하나 되게 하소서."
9월 1일,"데살로니가전서 5:11
“그러므로 피차 권면하고 서로 덕을 세우기를 너희가 하는 것 같이 하라”","격려의 말과 향기로운 언어로 세워가는

공동체는 경쟁의 장이 아니라 동행의 자리입니다. 신앙은 함께 걷 는 여정이며, 그 길 위에서 우리는 서로를 붙들고 세워야 할 책임 을 지닙니다. “마음이 약한 자들을 붙들어 주며”살 (전 5:14)는 권면은, 지치고 무너진 형 제를 향한 하나님의 마음을 우리 손에 담으라는 부르심입니다. 격려는 작은 말에서 시 작되며, 회복은 그 작은 불씨에서 일어납니다. “무릇 더러운 말은 너희 입 밖에도 내지 말고 오직 덕을 세우는 데 소용되는 대로 하라” (엡 4:29)는 말씀은, 언어가 곧 복음의 통로 임을 일깨웁니다. 세우는 말은 칭찬과 공감에서 나오고, 무너뜨리는 말은 비교와 냉소 에서 흘러나옵니다. 공동체는 향기로운 언어로 살아야 하며, 그 말 한마디가 누군가의 내일을 지탱할 수 있습니다. 주님의 손길은 때로 사람의 입술을 통해 다가오기에, 우리 는 아침마다 세움의 말로 하루를 열고, 밤마다 축복의 말로 하루를 덮는 훈련을 해야 합니다. 이 섬세한 언어의 연습이야말로 복음의 향기를 품은 공동체를 만들어 갑니다.","주여, 제 말과 행동이 공동체를 무너뜨리는 것이 아니라 세우는 도구가 되게 하소서."
9월 2일,"갈라디아서 6:2
“너희가 짐을 서로 지라 그리하여 그리스도의 법을 성취하라”","곁을 내어주고 마음을 나누는 교회

교회는 기쁨을 함께 누릴 뿐 아니라 짐도 함께 지는 공동체입니다. ‘짐을 진다’라는 말은 단순히 상대의 상황을 안타까워하는 감정 적 동정이 아니라, 그의 인생의 무게를 함께 나누겠다는 사랑의 실천입니다. “우는 자들과 함께 울라” (롬 12:15)는 말씀처럼, 우리의 눈물이 그의 고통에 스며들 때, 우리는 그 리스도의 법을 이 땅에 구현하게 됩니다. 짐을 나눈다는 것은 내 시간을 나누고, 내 마 음의 공간을 내어주는 것입니다. 이 사랑은 바쁘고 각박한 시대에 희귀하지만, 바로 그 희귀함 때문에 더욱 거룩합니다. 주님은 말씀하셨습니다. “수고하고 무거운 짐 진 자들 아 다 내게로 오라 내가 너희를 쉬게 하리라” (마 11:28). 그분은 우리의 짐을 친히 지시는 분이시며, 동시에 우리로 하여금 서로의 짐을 지게 하십니다. 교회가 짐을 홀로 지는 이 를 방치한다면 교회다움을 잃게 되지만, 짐을 나누는 교회는 그리스도의 십자가를 오 9월 늘의 삶 속에 살아냅니다. 우리는 단순한 도움을 주는 자가 아니라, 그리스도의 사랑을 살아내는 짐 나눔 꾼입니다. 세상은 그런 우리 안에서 주님의 마음을 발견하게 될 것입 니다.","주님, 이웃의 짐을 함께 지는 사랑을 제게 가르쳐 주소서."
9월 3일,"로마서 15:7
“그러므로 그리스도께서 우리를 받아 하나님께 영광을 돌리심과 같이 너희도 서로 받 으라”","품어주고 용납하는 성도의 연합

공동체란 같은 생각을 품은 사람들이 모인 집단이 아니라, 서로 다 른 이들이 그리스도의 이름 아래 품어지고 용납되는 자리입니 다. 그리스도께서 우리의 허물과 상처를 있는 그대로 안고 받아 주셨듯이, 우리 또한 서로를 판단하지 않고 받아야 합니다. 사랑은 동의하지 않아도 끝까지 품는 능력이며, 이해할 수 없어도 믿음으로 순종하는 결단입니다. 바울은 고린도전 (서 13:7)에서 “사랑 은 모든 것을 참으며 모든 것을 믿으며”라고 말합니다. 이것이 바로 용납의 본질입니 다. “성령께서 이루신 하나 됨을 힘써 지키라” 하신 말씀 (엡 4:3)은 공동체의 연합이 우리 의 노력이 아닌, 하나님의 은혜임을 깨닫게 합니다. 서로 다른 기질, 가치관, 배경이 부 딪힐 때 우리는 불편함을 느끼지만, 바로 그 불편함 속에서 우리는 더 넓은 사랑으로 자라갑니다. 용납이 없는 공동체는 쉽게 상처받고 무너지지만, 용납이 살아 있는 공동 체는 세상 속에서 하나님의 사랑을 선명하게 드러냅니다. 우리가 서로를 받아들일 때, 그리스도의 형상이 우리 안에 이루어집니다.","주여, 그리스도께서 저를 있는 모습 그대로 받아 주셨듯이, 저도 이웃을 기꺼이 받아들이게 하소서."
9월 4일,"요한복음 13:34
“새 계명을 너희에게 주노니 서로 사랑하라 내가 너희를 사랑한 것 같이 너희도 서로 사랑하라”","나누며 섬기는 사랑은 복음의 증거

예수님은 ‘서로 사랑하라’는 말씀을 단순한 도덕적 권면이 아닌 새 로운 계명으로 주셨습니다. 이는 감정의 흐름에 맡기는 일이 아 니라, 의지적 결단이며 신앙의 실천입니다. 예수님이 우리를 사랑하신 방식이 그 기준이니, 그 사랑은 끝까지 책임지고, 조용히 견디며, 상처 입어도 다시 품는 사랑입니 다. “사랑은 오래 참고 사랑은 온유하며”라는 고린도전서의 말씀은 사랑이 감정보다 더 깊은 실천임을 말해줍니다. 우리는 서로의 다름과 연약함을 끌어안으며, 자신의 유익보 다 공동체의 평화를 선택하는 법을 배워야 합니다. 초대교회가 세상으로부터 ‘그리스 도의 사람들’이라 불렸던 이유는 그들이 보여준 사랑 때문이었습니다. 오늘날도 진정 한 사랑은 세상을 향한 가장 강력한 복음의 증거입니다. 사랑은 눈물 속 기도이며, 침묵 속 인내이며, 굳은살 박인 손으로 하는 섬김입니다. 그리스도께 받은 사랑을 품고 흘려 9월 보낼 때, 우리의 공동체는 주님의 향기로 가득하게 됩니다.","주여, 제 안에 머무신 주님의 사랑으로 형제자매를 끝까지 사랑하게 하소서."
9월 5일,"시편 133:1
“보라 형제가 연합하여 동거함이 어찌 그리 선하고 아름다운고”","같은 방향을 향해 내딛는 한걸음

연합은 단순히 같은 생각을 가지는 것이 아니라, 같은 방향을 향해 걷는 것입니다. 우리가 바라보는 목표가 하나님의 영광이라면, 서로의 의견 차이는 연합의 장애물이 아니라 다양성의 선물입니다. “하나님도 한 분 이시니 곧 만유의 아버지가 계시니 만유 위에 계시고 만유를 통일하시고 만유 가운데 계시도다” (엡 4:6). 하나님 안에 뿌리내린 공동체는 성령의 기름 부으심을 입고, 그곳에서 생명이 흘러나옵니다. 마치 헤르몬산의 이슬이 시온의 산들에 내리는 것처럼, 연합은 건조한 삶에 은혜의 촉촉함을 가져옵니다. 전도서의 말씀처럼 “두 사람이 한 사람보다 나음은 그들이 수고함으로 좋은 상을 얻을 것임이라 혹시 그들이 넘어지면 하나가 그 동무를 붙들어 일으킬 것임이라” (전 4:9-10). 사탄은 분열을 기뻐하지만, 하나님은 연합 속 에 복을 명하십니다. 참된 연합은 서로 다른 목소리를 경청하고, 사랑으로 수고하며, 기 도로 마음을 모을 때 이루어집니다. 연합은 공동체의 테두리를 넘어 세상의 담을 허물 고, 복음의 문을 열 것입니다. 작은 사랑의 양보와 하나님의 뜻을 향한 한걸음이 모일 때, 우리는 함께 걷는 이 길 위에서 진정한 아름다움을 마주하게 됩니다.","주님, 우리의 공동체가 서로의 다름을 포용하며 하나 되어 주님의 뜻을 이루게 하소서."
9월 6일,"베드로전서 5:5
“다 같이 서로 겸손으로 허리를 동이라 하나님은 교만한 자를 대적하시되 겸손한 자 들에게는 은혜를 주시느니라”","믿음이 성숙하여 이루는 겸손

겸손은 공동체를 묶는 보이지 않는 허리띠와 같습니다. 성경은 “아 무 일에든지 다툼이나 허영으로 하지 말고 오직 겸손한 마음으 로 각각 자기보다 남을 낫게 여기고” (빌 2:3)라고 말합니다. 겸손은 내가 옳을지라도 내려놓는 용기이며, 빛나지 않는 자리에서도 묵묵히 섬기는 내면의 힘입니다. 예수께서 제자들의 발을 씻기신 사건은 단순한 예가 아닙니다. 그는 “내가 주와 선생이 되어 너 희 발을 씻었으니, 너희도 서로 발을 씻어주는 것이 옳으니라” (요 13:14)라고 하셨습니다. 이는 섬김이 말이 아닌 행동임을 가르쳐주는 복음의 중심입니다. 겸손은 드러나지 않 는 곳에서 흘리는 눈물과 땀으로, 공동체의 균열을 메우고 서로를 하나로 이어주는 은 혜의 끈입니다. 마치 바람이 보이지 않아도 나뭇가지를 흔들 듯, 겸손은 소리 없이 관계 를 살리고 공동체를 따뜻하게 합니다. 겸손한 사람은 인정받으려 애쓰지 않습니다. 다 9월 만 하나님 앞에서 자신을 낮추는 그 자리에 하나님의 은혜가 머무른다는 것을 알기 때 문입니다. 날마다 나 자신을 낮추는 일이 믿음의 성숙이며, 하나님 나라는 그러한 겸손 위에 세워집니다.","주님, 저의 마음을 낮추어 조용히 섬기게 하소서. 참된 겸손으로 공동체를 살리는 제자가 되게 하소서."
9월 7일,"히브리서 3:13
“오직 오늘이라 일컫는 동안에 매일 피차 권면하여 너희 중에 누구든지 죄의 유혹으 로 완고하게 되지 않도록 하라”","권면은 지적이 아니라,

신앙은 고립된 독백이 아니라, 서로를 붙들며 함께 가는 순례의 길 입니다. ‘오늘’이라는 유일무이한 시간 안에서, 우리는 매일 서로 를 권면하라는 부르심을 받습니다. 권면이란 단지 잘못을 지적하는 말이 아닙니다. 그것은 죄의 유혹에 무너질 수 있는 연약한 마음을 일깨우는 사랑의 손짓이며, 방관하 지 않는 책임입니다. 성경은 “범죄한 일이 드러나거든 신령한 너희는 온유한 심령으로 그러한 자를 바로잡으라” (갈 6:1)라고 했습니다. 권면은 냉정한 비판이 아니라 부드러운 용기이며, 상대를 살리려는 지혜입니다. 정죄가 아닌 회복, 무관심이 아닌 돌봄의 언어 입니다. 어떤 이의 삶이 죄의 길에서 돌아설 수 있다면, 이는 그를 향한 우리의 말 한마 디에서 비롯될 수 있습니다. 침묵은 때로 잔인한 외면입니다. 진리 안에서 사랑을 담아 말할 때, 권면은 생명이 됩니다. 권면 받을 줄 아는 겸손, 권면할 줄 아는 용기가 우리 공 동체를 더 성숙하게 만듭니다. 오늘, 내가 사랑으로 권면해야 할 사람은 누구인가요?","주여, 오늘 제가 사랑으로 진리를 말하는 용기를 갖게 하소서."
9월 8일,"마태복음 18:20
“두세 사람이 내 이름으로 모인 곳에는 나도 그들 중에 있느니라”","기도와 말씀으로 하나되는 교회

공동체 기도는 단순한 모임이 아닙니다. 그것은 하나님이 친히 임 재하시는 공간이며, 하늘의 숨결이 이 땅에 닿는 영적 사건입니 다. 초대교회 당시 “마음을 같이하여 오로지 기도에 힘쓰더라” (행 1:14)라고 기록된 것 처럼, 함께 드리는 기도는 하나님의 뜻에 조율된 마음을 빚어내고, 서로의 짐을 나누는 그리스도의 몸을 형성합니다. 한 무리의 기도는 단단한 성벽을 세우는 돌과 같고, 무너 진 관계와 깨어진 현실 속에 보이지 않는 하나님의 손을 초대하는 것입니다. 우리가 기 도하며 모일 때, 성령께서는 그 공간에 새 힘을 부어주시며, 지치고 갈라진 마음을 하나 되게 하십니다. 고대의 지혜자는 “함께 우는 기도는 하늘의 귀를 열게 한다”라고 했습 니다. 세상은 여전히 분주하고 갈라지지만, 기도로 모인 자리는 언제나 거룩하고 하나 님의 빛이 머무는 땅이 됩니다. 9월","주여, 우리 공동체가 주의 이름으로 모여 기도로 하나 되게 하소서."
9월 9일,"베드로전서 2:9
“그러나 너희는 택하신 족속이요 왕 같은 제사장들이요 거룩한 나라요 그의 소유가 된 백성이니 이는 너희를 어두운 데서 불러 내어 그의 기이한 빛에 들어가게 하신 이 의 아름다운 덕을 선포하게 하려 하심이라”","세상을 위해 선택된 왕 같은 제사장

교회는 단순한 모임이 아니라, 하나님께서 친히 선택하신 거룩한 공동체입니다. 우리는 하나님의 백성이며, 동시에 왕 같은 제사 장들입니다. 이는 곧, 하나님께 예배드리고 세상을 향해 하나님을 증거하는 사명을 지닌 존재라는 뜻입니다. 고대 제사장이 백성을 대신하여 하나님 앞에 섰듯, 이제는 모 든 성도가 세상을 향해 하나님의 이름을 드러내는 제사장이 된 것입니다. 이 정체성은 특정 직분자에게만 주어진 영예가 아니라, 십자가로 구원받은 모든 이에게 주어진 공 동의 소명입니다. 그래서 교회에 나오는 일상은 이제 단순한 참여가 아니라, 왕의 부르 심 앞에 선 제사장의 응답이 되었습니다. 우리가 주일마다 모이는 예배는 왕 앞에 서는 영광의 자리이며, 지체와의 교제는 세상 가운데 복음을 나누는 제사장의 삶인 것입니 다. 독일 신학자 본회퍼는 “교회는 그리스도가 세상에 계심의 증거”라 했습니다. 우리 는 ‘참석자’가 아닌 ‘증언자’로, ‘관람자’가 아닌 ‘제사장’으로 살아야 합니다.","주님, 저를 왕 같은 제사장으로 부르셨음을 잊지 않고, 그 부르심에 합당하게 살게 하소서."
9월 10일,"로마서 12:10
“형제를 사랑하여 서로 우애하고 존경하기를 서로 먼저 하며”","사랑과 우애와 존경으로 연결된 교회

참된 공동체는 서로를 사랑하고 존경하는 데서 비롯됩니다. 성경 은 사랑과 우애, 존경을 분리하지 않고 연결하여 말합니다. 존경 은 단지 나이와 지위에 대한 외적인 반응이 아니라, 상대의 존재 속에 담긴 하나님 의 형상을 알아보는 내면의 태도입니다. 사도행전 10장 34절에서 “하나님은 사람을 외 모로 취하지 아니하신다.”라고 하신 말씀은, 우리가 사람을 대할 때 외적인 조건이 아니 라 하나님께서 부여하신 존엄으로 바라보아야 한다는 것을 일깨워줍니다. 존경은 강요 될 수 없습니다. 오히려 작은 배려 속에, 말투 하나에, 눈빛 하나에 배어 나오는 것입니 다. 먼저 존경하는 사람은 관계의 문을 엽니다. 그곳에 사랑은 자라고, 신뢰는 깊어지며, 공동체는 세상과 구별되는 영적 품격을 지니게 됩니다. 존경은 사랑을 깊게 하고, 사랑 은 존경을 단단하게 합니다. 그것이 하나님의 형상을 따라 사는 방식입니다. 9월","주님, 형제자매를 존귀히 여기며 먼저 존경하는 마음을 제게 주소서."
